STATISTIC	Statistic Label	TLIST(A1)	Year	C02873V03456	Type of Admission	C02842V03416	Health Service Executive Area	C02922V03531	Marital Status	UNIT	VALUE
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X02	HSE-Dublin/North-East	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X03	HSE-South	-	All marital status	"Rate per 100,000 Pop."	134
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X03	HSE-South	1	Single	"Rate per 100,000 Pop."	134
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X03	HSE-South	2	Married	"Rate per 100,000 Pop."	101
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X03	HSE-South	3	Widowed	"Rate per 100,000 Pop."	181
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X03	HSE-South	5	Divorced	"Rate per 100,000 Pop."	136
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X03	HSE-South	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X04	HSE-West	-	All marital status	"Rate per 100,000 Pop."	120
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X04	HSE-West	1	Single	"Rate per 100,000 Pop."	120
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X04	HSE-West	2	Married	"Rate per 100,000 Pop."	92
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X04	HSE-West	3	Widowed	"Rate per 100,000 Pop."	112
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X04	HSE-West	5	Divorced	"Rate per 100,000 Pop."	217
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X04	HSE-West	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X06	Non-residents	-	All marital status	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X06	Non-residents	1	Single	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X06	Non-residents	2	Married	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X06	Non-residents	3	Widowed	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X06	Non-residents	5	Divorced	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X06	Non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X23	All HSE areas incl. non-residents	-	All marital status	"Rate per 100,000 Pop."	132
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X23	All HSE areas incl. non-residents	1	Single	"Rate per 100,000 Pop."	124
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X23	All HSE areas incl. non-residents	2	Married	"Rate per 100,000 Pop."	106
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X23	All HSE areas incl. non-residents	3	Widowed	"Rate per 100,000 Pop."	164
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X23	All HSE areas incl. non-residents	5	Divorced	"Rate per 100,000 Pop."	180
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2006	2006	1	First admissions	X23	All HSE areas incl. non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	"Rate per 100,000 Pop."	502
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	"Rate per 100,000 Pop."	488
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	"Rate per 100,000 Pop."	373
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	"Rate per 100,000 Pop."	526
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	"Rate per 100,000 Pop."	549
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X02	HSE-Dublin/North-East	-	All marital status	"Rate per 100,000 Pop."	457
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X02	HSE-Dublin/North-East	1	Single	"Rate per 100,000 Pop."	418
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X02	HSE-Dublin/North-East	2	Married	"Rate per 100,000 Pop."	321
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X02	HSE-Dublin/North-East	3	Widowed	"Rate per 100,000 Pop."	604
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X02	HSE-Dublin/North-East	5	Divorced	"Rate per 100,000 Pop."	697
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X02	HSE-Dublin/North-East	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X03	HSE-South	-	All marital status	"Rate per 100,000 Pop."	521
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X03	HSE-South	1	Single	"Rate per 100,000 Pop."	580
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X03	HSE-South	2	Married	"Rate per 100,000 Pop."	327
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X03	HSE-South	3	Widowed	"Rate per 100,000 Pop."	573
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X03	HSE-South	5	Divorced	"Rate per 100,000 Pop."	705
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X03	HSE-South	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X04	HSE-West	-	All marital status	"Rate per 100,000 Pop."	466
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X04	HSE-West	1	Single	"Rate per 100,000 Pop."	497
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X04	HSE-West	2	Married	"Rate per 100,000 Pop."	316
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X04	HSE-West	3	Widowed	"Rate per 100,000 Pop."	440
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X04	HSE-West	5	Divorced	"Rate per 100,000 Pop."	622
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X04	HSE-West	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X06	Non-residents	-	All marital status	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X06	Non-residents	1	Single	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X06	Non-residents	2	Married	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X06	Non-residents	3	Widowed	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X06	Non-residents	5	Divorced	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X06	Non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X23	All HSE areas incl. non-residents	-	All marital status	"Rate per 100,000 Pop."	490
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X23	All HSE areas incl. non-residents	1	Single	"Rate per 100,000 Pop."	499
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X23	All HSE areas incl. non-residents	2	Married	"Rate per 100,000 Pop."	337
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X23	All HSE areas incl. non-residents	3	Widowed	"Rate per 100,000 Pop."	532
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X23	All HSE areas incl. non-residents	5	Divorced	"Rate per 100,000 Pop."	645
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	-	All admissions	X23	All HSE areas incl. non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	"Rate per 100,000 Pop."	132
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	"Rate per 100,000 Pop."	124
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	"Rate per 100,000 Pop."	110
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	"Rate per 100,000 Pop."	137
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	"Rate per 100,000 Pop."	124
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X02	HSE-Dublin/North-East	-	All marital status	"Rate per 100,000 Pop."	133
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X02	HSE-Dublin/North-East	1	Single	"Rate per 100,000 Pop."	118
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X02	HSE-Dublin/North-East	2	Married	"Rate per 100,000 Pop."	94
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X02	HSE-Dublin/North-East	3	Widowed	"Rate per 100,000 Pop."	156
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X02	HSE-Dublin/North-East	5	Divorced	"Rate per 100,000 Pop."	207
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X02	HSE-Dublin/North-East	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X03	HSE-South	-	All marital status	"Rate per 100,000 Pop."	156
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X03	HSE-South	1	Single	"Rate per 100,000 Pop."	164
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X03	HSE-South	2	Married	"Rate per 100,000 Pop."	115
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X03	HSE-South	3	Widowed	"Rate per 100,000 Pop."	150
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X03	HSE-South	5	Divorced	"Rate per 100,000 Pop."	226
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X03	HSE-South	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X04	HSE-West	-	All marital status	"Rate per 100,000 Pop."	127
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X04	HSE-West	1	Single	"Rate per 100,000 Pop."	133
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X04	HSE-West	2	Married	"Rate per 100,000 Pop."	93
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X04	HSE-West	3	Widowed	"Rate per 100,000 Pop."	116
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X04	HSE-West	5	Divorced	"Rate per 100,000 Pop."	172
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X04	HSE-West	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X06	Non-residents	-	All marital status	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X06	Non-residents	1	Single	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X06	Non-residents	2	Married	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X06	Non-residents	3	Widowed	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X06	Non-residents	5	Divorced	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X06	Non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X23	All HSE areas incl. non-residents	-	All marital status	"Rate per 100,000 Pop."	138
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X23	All HSE areas incl. non-residents	1	Single	"Rate per 100,000 Pop."	136
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X23	All HSE areas incl. non-residents	2	Married	"Rate per 100,000 Pop."	104
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X23	All HSE areas incl. non-residents	3	Widowed	"Rate per 100,000 Pop."	139
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X23	All HSE areas incl. non-residents	5	Divorced	"Rate per 100,000 Pop."	183
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2007	2007	1	First admissions	X23	All HSE areas incl. non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	"Rate per 100,000 Pop."	491
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	"Rate per 100,000 Pop."	462
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	"Rate per 100,000 Pop."	398
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	"Rate per 100,000 Pop."	532
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	"Rate per 100,000 Pop."	452
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X02	HSE-Dublin/North-East	-	All marital status	"Rate per 100,000 Pop."	461
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X02	HSE-Dublin/North-East	1	Single	"Rate per 100,000 Pop."	428
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X02	HSE-Dublin/North-East	2	Married	"Rate per 100,000 Pop."	359
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X02	HSE-Dublin/North-East	3	Widowed	"Rate per 100,000 Pop."	538
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X02	HSE-Dublin/North-East	5	Divorced	"Rate per 100,000 Pop."	644
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X02	HSE-Dublin/North-East	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X03	HSE-South	-	All marital status	"Rate per 100,000 Pop."	521
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X03	HSE-South	1	Single	"Rate per 100,000 Pop."	559
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X03	HSE-South	2	Married	"Rate per 100,000 Pop."	367
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X03	HSE-South	3	Widowed	"Rate per 100,000 Pop."	467
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X03	HSE-South	5	Divorced	"Rate per 100,000 Pop."	899
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X03	HSE-South	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X04	HSE-West	-	All marital status	"Rate per 100,000 Pop."	473
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X04	HSE-West	1	Single	"Rate per 100,000 Pop."	497
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X04	HSE-West	2	Married	"Rate per 100,000 Pop."	319
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X04	HSE-West	3	Widowed	"Rate per 100,000 Pop."	396
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X04	HSE-West	5	Divorced	"Rate per 100,000 Pop."	802
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X04	HSE-West	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X06	Non-residents	-	All marital status	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X06	Non-residents	1	Single	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X06	Non-residents	2	Married	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X06	Non-residents	3	Widowed	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X06	Non-residents	5	Divorced	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X06	Non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X23	All HSE areas incl. non-residents	-	All marital status	"Rate per 100,000 Pop."	490
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X23	All HSE areas incl. non-residents	1	Single	"Rate per 100,000 Pop."	488
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X23	All HSE areas incl. non-residents	2	Married	"Rate per 100,000 Pop."	364
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X23	All HSE areas incl. non-residents	3	Widowed	"Rate per 100,000 Pop."	481
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X23	All HSE areas incl. non-residents	5	Divorced	"Rate per 100,000 Pop."	695
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	-	All admissions	X23	All HSE areas incl. non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	"Rate per 100,000 Pop."	146
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	"Rate per 100,000 Pop."	126
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	"Rate per 100,000 Pop."	133
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	"Rate per 100,000 Pop."	173
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	"Rate per 100,000 Pop."	113
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X02	HSE-Dublin/North-East	-	All marital status	"Rate per 100,000 Pop."	150
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X02	HSE-Dublin/North-East	1	Single	"Rate per 100,000 Pop."	138
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X02	HSE-Dublin/North-East	2	Married	"Rate per 100,000 Pop."	126
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X02	HSE-Dublin/North-East	3	Widowed	"Rate per 100,000 Pop."	171
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X02	HSE-Dublin/North-East	5	Divorced	"Rate per 100,000 Pop."	230
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X02	HSE-Dublin/North-East	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X03	HSE-South	-	All marital status	"Rate per 100,000 Pop."	149
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X03	HSE-South	1	Single	"Rate per 100,000 Pop."	153
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X03	HSE-South	2	Married	"Rate per 100,000 Pop."	118
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X03	HSE-South	3	Widowed	"Rate per 100,000 Pop."	114
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X03	HSE-South	5	Divorced	"Rate per 100,000 Pop."	278
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X03	HSE-South	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X04	HSE-West	-	All marital status	"Rate per 100,000 Pop."	135
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X04	HSE-West	1	Single	"Rate per 100,000 Pop."	136
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X04	HSE-West	2	Married	"Rate per 100,000 Pop."	109
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X04	HSE-West	3	Widowed	"Rate per 100,000 Pop."	120
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X04	HSE-West	5	Divorced	"Rate per 100,000 Pop."	217
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X04	HSE-West	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X06	Non-residents	-	All marital status	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X06	Non-residents	1	Single	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X06	Non-residents	2	Married	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X06	Non-residents	3	Widowed	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X06	Non-residents	5	Divorced	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X06	Non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X23	All HSE areas incl. non-residents	-	All marital status	"Rate per 100,000 Pop."	146
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X23	All HSE areas incl. non-residents	1	Single	"Rate per 100,000 Pop."	139
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X23	All HSE areas incl. non-residents	2	Married	"Rate per 100,000 Pop."	122
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X23	All HSE areas incl. non-residents	3	Widowed	"Rate per 100,000 Pop."	143
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X23	All HSE areas incl. non-residents	5	Divorced	"Rate per 100,000 Pop."	208
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2008	2008	1	First admissions	X23	All HSE areas incl. non-residents	9	Unknown	"Rate per 100,000 Pop."	
